Record Number;Title;Priority Country Code;Current Assignee;Assignee;Assignee Original;Current Owner;Publication/Issue Date;Filing/Application Date;CPC;IPC All Versions (IC);Simple Family Members;SFAM All countries;Publication Country;360° Quality;Priority Date;Priority Year;Attorney;Attorney Address;Assignee Country;Inventor Country;No. of Assignees;No. of Inventors;Legal Status (Dead/Alive);Legal Quality;Is Litigated;Is Opposed;Litigation Details;Citation Quality;Intrensic Quality;Market Quality;Record Type;Simple Family ID
WO2003081047A1;VALVE ARRANGEMENT FOR RECIPROCATING MACHINERY SUCH AS A PUMP AND A COMPRESSOR;NO;NATIONAL OILWELL VARCO LP  ( NO );NAT OILWELL (NO);"KYLLINGSTAD AAGE (NO); MOE MAGNE (NO); NAT OILWELL NORWAY AS (NO)";NATIONAL OILWELL VARCO INC;2-Oct-2003;18.mar.03;"Y10T137/7559; Y10T137/7838; F04B53/109; F16K15/066";"F04B53/10; F16K15/06; F04B39/10; F16K15/02";"US7296591B2 / US2005229975A1
 EP1485618A1 / EP1485618B1
 MXPA04009090A
 WO03081047A1
 DE60308491D1 / DE60308491T2
 AU2003219620A1 / AU2003219620B2
 CA2479917A1 / CA2479917C
 CN1643257A / CN100400873C
 DK1485618T3
 EA006123B1 / EA200401186A1 / EA200401186B1
 ATE340308T1
 BR0308611A / BR0308611B1
 NO316090B1 / NO20021434D0 / NO20021434L
 PL208372B1 / PL372349A1";NO, PL, MX, CA, DK, EA, WO, AU, BR, DE, EP, CN, US, AT;WO;82.36;21.mar.02;2002;"H&ARING MS&OSLASH PATENTBYR&ARING ANS PO BOX 171 N 4302 SANDNES NO; HAMS PATENTBYRA ANS (NO)";PO BOX 171 N 4302 SANDNES;NO;NO-2;1;2;DEAD;81;No;No;None;89.63;40.53;87.52;Application;19913456
WO2003070832A3;SELF-POLISHING ANTIFOULING PAINT;NO;JOTUN AS  ( NO );JOTUN AS (NO);"JACKSON SEAMUS M (NO); JOHNSEN HENNING (NO); JOTUN AS (NO); SIVERTSEN BJOERN TORE (NO)";JOTUN AS;20.nov.03;20.feb.03;"C09D143/04; C09D5/16; C09D5/1668";"C09D5/16; C09D143/04";"EP1476509A2 / EP1476509B1
 WO03070832A2 / WO03070832A3
 JP4330449B2 / JP2006503115A
 DE60313134D1
 AU2003237717A1 / AU2003237717A8
 CN1643084A / CN1643084B
 KR101044088B1 / KR20040101236A
 ATE359329T1
 SG106004 A1
 NO20020846D0 / NO20020846L";NO, KR, AU, AT, SG, WO, CN, EP, DE, JP;WO;59.85;21.feb.02;2002;BRYN AARFLOT AS POBOX 449 SENTRUM N 0104 OSLO NO;None;NO;NO-3;1;3;DEAD;63;No;No;None;72.41;15.76;55.72;Application;19913357
WO2024220321A3;ROBOT END EFFECTOR FOR SPINNING AND TORQUING BOLTS IN RISER FLANGE;US;GRANT PRIDECO INC  ( US );GRANT PRIDECO INC (US);GRANT PRIDECO INC (US);NAT OILWELL VARCO INC;21.nov.24;12.apr.24;E21B19/165;"E21B19/16; B23P19/06; E21B17/08";WO2024220321A2 / WO2024220321A3;WO;WO;0;17.apr.23;2023;PERDOK MONIQUE M ET AL (US);PO BOX 2938 MINNEAPOLIS MINNESOTA 55402;US;NO-2;1;2;ALIVE;0;No;No;None;0;0;0;Application;93153448
WO2024206191A2;GUIDED MAINBORE MILL THROUGH MULTILATERAL JUNCTION;US;HALLIBURTON ENERGY SERVICE INC  ( US );HALLIBURTON ENERGY SERVICE INC (US);HALLIBURTON ENERGY SERVICES INC (US);HALLIBURTON CO;3-Oct-2024;23.mar.24;"E21B41/0035; E21B7/061";"E21B7/06; E21B29/06; E21B34/10; E21B41/00";"US2024318504A1
 WO2024206191A2";US, WO;WO;0;"24-Mar-2023
22-Mar-2024";2023;COREY S TUMEY (US);PO BOX 890226 HOUSTON TEXAS 77062 9998;US;NO-3;1;3;ALIVE;0;No;No;None;0;0;0;Application;92803448
WO2024188998A1;CAPSAICYNES AS PHYSICAL PERFORMANCE AIDS;NO;AXICHEM AB  ( SE );AXICHEM AB (SE);AXICHEM AB (SE);AXICHEM AB;19.sep.24;12.mar.24;"A23L33/105; A61P21/00; A61P25/00; A61K31/165; A23L33/10; A61K9/4866; A61P29/00; A61P43/00; A61K45/06; A61K31/522; A61K31/352; A61K31/355; A61K31/375; A61K31/198; A61K2300/00";"A61K31/165; A61K9/00; A61K31/198; A61K31/352; A61K31/355; A61K31/375; A61K31/522; A61K45/06; A61P25/00; A61P29/00; A61P43/00";"WO2024188998A1
 NO20230263A1";WO, NO;WO;0;13.mar.23;2023;BRYN AARFLOT AS (NO);STORTINGSGATA 8 0161 OSLO;SE;"NO-2; ES-2";1;4;ALIVE;0;No;No;None;0;0;0;Application;90364549
WO2024092111A1;PEST CONTROL AGENT-INFUSED FISH FEED;US;CAN TECH INC  ( US );CAN TECH INC (US);CAN TECH INC (US);CAN TECH INC;2-May-2024;26-Oct-2023;"A23K20/158; A23K40/00; A23K50/80; Y02A40/818";"A23K20/158; A23K40/00; A23K50/80";WO2024092111A1;WO;WO;0;28-Oct-2022;2022;SKAROHLID GRETCHEN (US);CARGILL INCORPORATED 15407 MCGINTY ROAD WEST MS24 WAYZATA MINNESOTA 55391;US;"US-1; NO-1";1;2;ALIVE;0;No;No;None;0;0;0;Application;88874948
WO2023133176A1;ROCK PROPERTY MEASUREMENTS BASED ON SPECTROSCOPY DATA;US;SCHLUMBERGER CANADA LTD  ( CA ),SCHLUMBERGER TECHNOLOGY BV  ( NL ),SCHLUMBERGER TECHNOLOGY CORP  ( US ),SERVICES PETROLIERS SCHLUMBERGER SA  ( FR );"SCHLUMBERGER CANADA LTD (CA); SCHLUMBERGER TECHNOLOGY BV (NL); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER SA (FR)";"SCHLUMBERGER CA LTD (CA); SCHLUMBERGER TECHNOLOGY BV (NL); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER (FR)";SCHLUMBERGER LTD;13.jul.23;05.jan.23;"G06N3/047; G06N3/0442; G06N3/045; G06N20/10; G06N5/01; G06N7/01; G06N3/084; E21B2200/22; E21B49/00; E21B41/00; G01V5/04";"G01V5/08; E21B49/08; G01V5/12; G06N20/00";"EP4460719A1
 WO2023133176A1
 CN118661115A
 AR128207A1";WO, AR, EP, CN;WO;10.jun;05.jan.22;2022;BROWN ASHLEY E ET AL (US);SCHLUMBERGER 10001 RICHMOND AVENUE ROOM 4720 HOUSTON TEXAS 77042;US, CA, FR, NL;"US-3; NO-1; IN-1";4;5;ALIVE;13;No;No;None;0.75;33.19;12.aug;Application;87074249
WO2024002909A1;ORELLANINE FORMULATION;US;ONCORENA AB  ( SE );ONCORENA AB (SE);ONCORENA AB (SE);ONCORENA AB;04.jan.24;23.jun.23;"A61K9/0019; A61K47/02";"A61K47/02; A61K9/00";WO2024002909A1;WO;WO;0;01.jul.22;2022;FINNEGAN EUROPE LLP (GB);1 LONDON BRIDGE LONDON SE1 9BG;SE;"FR-2; NO-1";1;3;ALIVE;0;No;No;None;0;0;0;Application;87067049
WO2023183538A1;SHARED-APPLICATION VERTICAL-SESSION-BASED-EDGE-APPLICATION-INSTANCE DISCOVERY AND SELECTION;US;INTERDIGITAL PATENT HOLDING INC  ( US );INTERDIGITAL PATENT HOLDING INC (US);INTERDIGITAL PATENT HOLDINGS INC (US);INTERDIGITAL INC;28.sep.23;23.mar.23;"H04L67/51; H04L67/146; H04L61/3015; H04L67/10015; H04L67/34; H04W4/50";"H04L67/51; H04L67/00; H04W4/50";"EP4458005A1
 WO2023183538A1
 CA3242709A1
 CN118541963A
 CN118921399A
 KR20240122561A";WO, CA, CN, KR, EP;WO;aug.76;24.mar.22;2022;SANTARELLI BRYAN A (US);VOLPE KOENIG 30 S 17TH STREET SUITE 1800 PHILADELPHIA PENNSYLVANIA 19103;US;"US-3; CA-2; NO-1";1;6;ALIVE;07.des;No;No;None;apr.69;29.78;aug.25;Application;86053849
WO2022260709A1;DOWNHOLE ELECTRICAL POWER SUPPLY SYSTEM;US;HALLIBURTON ENERGY SERVICE INC  ( US );HALLIBURTON ENERGY SERVICE INC (US);HALLIBURTON ENERGY SERVICES INC (US);HALLIBURTON CO;15-Dec-2022;08.jun.21;"E21B47/12; E21B41/0085; H02H7/20; H02J3/0012; E21B47/00; E21B17/003; H02J1/102; H02H7/26; H02H3/38; E21B47/125; E21B41/00; E21B19/08";"E21B47/125; E21B19/08; E21B41/00";"US11855447B2 / US2022393461A1
 WO2022260709A1
 AU2021449619A1
 CA3208072A1
 GB2617766A / GB202311089D0
 BR112023021589A2
 NO20230835A1";US, WO, BR, GB, NO, CA, AU;WO;13.mai;07.jun.21;2021;PEACOCK GREGG A ET AL (US);DELIZIO PEACOCK LEWIN & GUERRA PLLC 15201 MASON ROAD SUITE 1000 312 CYPRESS TX 77433;US;"NO-1; BR-2";1;3;ALIVE;sep.75;No;No;None;08.jan;21.59;20.mai;Application;84284449
WO2022251303A1;EXTRUDED FOOD PRODUCT COMPRISING PLANT PROTEIN AND HYDROCOLLOID;US;DUPONT NUTRITION BIOSCIENCES APS  ( DK ),DUPONT NUTRITION USA INC  ( US ),SOLAE LLC  ( US );"DUPONT NUTRITION BIOSCIENCES APS (DK); DUPONT NUTRITION USA INC (US); SOLAE LLC (US)";"DUPONT NUTRITION BIOSCI APS (DK); DUPONT NUTRITION USA INC (US); SOLAE LLC (US)";INTERNATIONAL FLAVOURS & FRAGRANCES INC;1-Dec-2022;25-May-2022;"A23L29/231; A23V2250/50; A23J3/14; A23L29/212; A23V2200/262; A23P30/20; A23V2250/5488; A23J3/16; A23V2300/16; A23J3/26; A23V2250/51; A23J3/227; A23L29/256";"A23L11/00; A23J3/16; A23J3/22; A23J3/26; A23L29/20";"US2024215610A1
 EP4346437A1
 WO2022251303A1";EP, US, WO;WO;nov.71;"26-May-2021
26-Aug-2021";2021;ZHENG HANXING (US);925 PAGE MILL ROAD PALO ALTO CALIFORNIA 94304;DK, US;"US-3; NO-1; DK-4";3;8;DEAD;12;No;No;None;0.13;31.mai;20.mai;Application;82117448
WO2023072651A1;METHOD FOR CONTROLLING A CONSTRUCTION ROBOT, AND CONSTRUCTION ROBOT;EP;HILTI AG  ( LI );HILTI AG (LI);HILTI AG (LI);HILTI AG;4-May-2023;17-Oct-2022;"G05B2219/40584; G05B2219/40476; G05B2219/40425; G05B2219/40298; B25J15/0019; B25J13/08; B25J9/1697; B25J9/162; B25J9/1666";B25J9/16;"EP4173767A1
 EP4422835A1
 WO2023072651A1
 CA3232263A1
 KR20240088698A
 NZ808943A";KR, NZ, EP, WO, CA;WO;15;29-Oct-2021;2021;HILTI AG (LI);CORPORATE INTELLECTUAL PROPERTY FELDKIRCHERSTRASSE 100 9494 SCHAAN;LI;"AT-2; NO-2";1;4;ALIVE;17.25;No;No;None;mar.58;21.14;26.jul;Application;78414448
WO2023061606A1;CYCLOROTORS;EP;GE ENERGY POWER CONVERSION TECHNOLOGY LTD  ( GB );GE ENERGY POWER CONVERSION TECHNOLOGY LTD (GB);GE ENERGY POWER CONVERSION TECHNOLOGY LTD (GB);GENERAL ELECTRIC CO;20.apr.23;15-Oct-2021;"B63H2001/105; B63H1/10";B63H1/10;"EP4416050A1
 WO2023061606A1
 JP2024538083A
 CN118103292A
 KR20240073101A";CN, KR, EP, JP, WO;WO;des.46;15-Oct-2021;2021;SERJEANTS LLP (GB);DOCK 75 EXPLORATION DRIVE LEICESTER LE4 5NU;GB;"FR-2; NO-1";1;3;ALIVE;14.62;No;No;None;0.75;13.93;26.15;Application;78302749
WO2023061605A1;PROPULSORS;EP;GE ENERGY POWER CONVERSION TECHNOLOGY LTD  ( GB );GE ENERGY POWER CONVERSION TECHNOLOGY LTD (GB);GE ENERGY POWER CONVERSION TECHNOLOGY LTD (GB);GENERAL ELECTRIC CO;20.apr.23;15-Oct-2021;"B63H2001/105; B63H1/10";B63H1/10;"EP4416049A1
 WO2023061605A1
 JP2024536488A
 CN118103291A
 KR20240090396A";WO, KR, CN, JP, EP;WO;okt.42;15-Oct-2021;2021;SERJEANTS LLP (GB);DOCK 75 EXPLORATION DRIVE LEICESTER LE4 5NU;GB;"FR-3; NO-1";1;4;ALIVE;12;No;No;None;0.75;15.73;20.mai;Application;78302748
WO2022263592A1;PREPARATION OF A PH-ADJUSTED ASCORBIC ACID SOLUTION;GB;GE HEALTHCARE LTD  ( GB );GE HEALTHCARE LTD (GB);GE HEALTHCARE LTD (GB);GE HEALTHCARE TECHNOLOGY INC;22-Dec-2022;16.jun.22;"A61K47/02; A61K9/0019; A61K51/121; A61K47/22; A61K47/08; C07B2200/05; C07B59/004";"A61K47/22; A61K9/00; A61K47/02; A61K47/08; A61K51/00";"US2024350683A1
 EP4355368A1
 WO2022263592A1
 JP2024523884A
 CN117500525A
 GB202108608D0";EP, CN, WO, JP, US, GB;WO;15.83;16.jun.21;2021;SMART JESSICA (GB);LACON LONDON 84 THEOBALDS ROAD LONDON WC1X 8NL;GB;"GB-6; NO-2";1;8;ALIVE;14.62;No;No;None;0.75;27.75;32.75;Application;76954449
WO2022084666A1;GRAPHICS PROCESSING SYSTEMS;GB;ADVANCED RISC MACHINE LTD  ( GB );ADVANCED RISC MACHINE LTD (GB);ADVANCED RISC MACH LTD (GB);SOFTBANK GROUP;28.apr.22;19-Oct-2021;"G06T15/005; G06T11/40; G06T1/20; G06T15/40; G06T2210/12";"G06T11/40; G06T1/20";"US2023401667A1
 WO2022084666A1
 GB2600108A / GB2600108B / GB202016609D0
 GB2627870A";GB, WO, US;WO;nov.62;20-Oct-2020;2020;PARRY THOMAS (GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE LONDON GREATER LONDON EC4Y 8JD;GB;NO-3;1;3;DEAD;19;No;No;None;0.5;17.51;19.55;Application;73598448
WO2020112594A1;MULTILATERAL JUNCTION WITH INTEGRAL FLOW CONTROL;US;HALLIBURTON ENERGY SERVICE INC  ( US );HALLIBURTON ENERGY SERVICE INC (US);HALLIBURTON ENERGY SERVICES INC (US);HALLIBURTON CO;04.jun.20;25.nov.19;"E21B41/0042; E21B33/10; E21B7/06; E21B2200/06; E21B2200/02; E21B41/0035; E21B34/06";"E21B41/00; E21B33/10; E21B34/06";"US11680463B2 / US2020173260A1
 WO2020112594A1
 AU2019386948A1 / AU2019386948B2
 CA3115696A1 / CA3115696C
 GB2598445A / GB2598445B / GB202106289D0
 NO20210546A1";US, NO, WO, AU, GB, CA;WO;19.47;"30-Nov-2018
20-Nov-2019";2018;HILTON ROBERT ET AL (US);1750 TYSONS BLVD #1800 TYSONS VIRGINIA 22102;US;NO-1;1;1;DEAD;35.5;No;No;None;0.75;21.99;32.9;Application;70848648
WO2021122528A1;DECREASING TOXICITY OF TERPENES AND INCREASING THE PRODUCTION POTENTIAL IN MICRO-ORGANISMS;EP;BASF SE  ( DE );BASF SE (DE);BASF SE (DE);BASF SE;24.jun.21;15-Dec-2020;"C12N1/20; C12N15/74; C12N15/70; C12N15/01; C12P5/007";"C12N15/01; C12P7/00; C12P7/22";"US2023041211A1
 EP4077658A1
 MX2022007714A
 WO2021122528A1
 JP2023508871A
 IN202227035474A
 CN115135762A
 KR20220119408A
 BR112022011895A2";BR, KR, CN, IN, US, EP, JP, MX, WO;WO;32.42;20-Dec-2019;2019;BASF IP ASSOCIATION (DE);BASF SE GBI   C006 67056 LUDWIGSHAFEN;DE;"DE-9; NO-1";1;10;DEAD;24.75;No;No;None;13.mai;32.89;62.6;Application;69005248
WO2021001275A1;AN ON-LOAD TAP CHANGER INCLUDING AN INSULATION BARRIER;EP;ABB POWER GRIDS SWITZERLAND AG  ( CH );ABB POWER GRIDS SWITZERLAND AG (CH);ABB POWER GRIDS SWITZERLAND AG (CH);ABB POWER GRIDS SWITZERLAND AG;07.jan.21;26.jun.20;"H01F27/40; H01F29/04; H01H9/0044; H01H9/04; H01H33/565; H01F27/022";H01H9/00;"EP3761332A1 / EP3761332B1 / EP3761332B8
 WO2021001275A1
 IN516294A1 / IN202147061838A
 CN114041198A / CN114041198B
 KR102705593B1 / KR20220008355A";EP, IN, KR, CN, WO;WO;22.28;01.jul.19;2019;VALEA AB (SE);BOX 7086 103 87 STOCKHOLM;CH;"SE-7; NO-1";1;8;DEAD;28.mai;No;No;None;nov.85;27.53;30.mar;Application;67137848
WO2020127941A3;SERUM FREE INTRACELLULAR PATHOGEN VACCINE;EP;INTERVET INC  ( US ),INTERVET INTERNATIONAL BV  ( NL );"INTERVET INC (US); INTERVET INTERNATIONAL BV (NL)";"INTERVET INC (US); INTERVET INT BV (NL)";MERCK & CO INC;17.sep.20;20-Dec-2019;"Y02A40/81; A61P31/12; A61K2039/70; A61K2039/552; A61K39/205; A61K39/145; A61K39/12; A61K39/0233; A61K39/0208; A61K39/005; A61K39/002; A61K35/16; A23K50/80; A23K20/147; A23K10/24; A23K10/18; A23K10/16; A61K2039/5252; A61K39/107; A61K2039/521; C12N2720/10034; A61K2039/55511; A61K39/02";"A61K39/02; A61K39/00; A61K39/12";"US2022080040A1
 EP3897703A2
 WO2020127941A2 / WO2020127941A3
 CA3123504A1
 CL2021001625A1
 CL2022000122A1";WO, CA, CL, US, EP;WO;24.31;21-Dec-2018;2018;INTERVET INTERNATIONAL BV (NL);WIM DE KÖRVERSTRAAT 35 5831 AN BOXMEER;NL, US;"NL-2; NO-1";2;3;DEAD;26.25;No;No;None;15.41;27.84;33.7;Application;65011748
WO2019057243A1;DEVICE FOR DETERMINING SMALL MAGNETIC FIELDS USING AT LEAST ONE SQUID SENSOR;DE;HELMHOLTZ ZENTRUM BERLIN FUER MAT UND ENERGIE GMBH  ( DE );HELMHOLTZ ZENTRUM BERLIN FUER MAT UND ENERGIE GMBH (DE);HELMHOLTZ ZENTRUM BERLIN FUER MAT UND ENERGIE GMBH (DE);HELMHOLTZ ZENTRUM BERLIN FUER MAT UND ENERGIE GMBH;28.mar.19;14.sep.18;"G01R33/0047; G01R33/035";"G01R33/00; G01R33/035";"WO2019057243A1
 DE102017122028A1 / DE102017122028B4";WO, DE;WO;nov.47;22.sep.17;2017;None;None;DE;"DE-6; NO-1";1;7;DEAD;15.mai;No;No;None;08.mai;21.22;09.mai;Application;63787649
WO2020015994A1;FILTER ARRANGEMENT;EP;TIMBER NOR OUE  ( EE );TIMBER NOR OUE (EE);TIMBER NOR OUE (EE);TIMBER NOR OUE;23.jan.20;01.jul.19;"B01D33/50; B01D33/11; B01D33/35; B01D33/42; B01D33/463; B01D29/688; B01D29/23; B01D29/682; B01D29/58; B01D33/503";"B01D33/11; B01D29/11; B01D29/35; B01D29/64; B01D29/68; B01D33/46; B01D33/50";"EP3597283A1 / EP3597283B1
 EP3599005A1
 WO2020015994A1
 CN110732178A
 CN209630739U
 HK40019656A / HK40019656B
 HK40019658A";WO, HK, EP, CN;WO;20.jul;19.jul.18;2018;HOEFER & PARTNER PATENTANWALTE MBB (DE);PILGERSHEIMER STR 20 81543 MÜNCHEN;EE;NO-1;1;1;DEAD;28.mai;No;No;None;okt.98;17.46;29.55;Application;63012849
WO2018217872A1;SEISMIC NODE DEPLOYMENT SYSTEM;US;ION GEOPHYSICAL CORP  ( US );ION GEOPHYSICAL CORP (US);ION GEOPHYSICAL CORP (US);ION GEOPHYSICAL CORP;29.nov.18;23-May-2018;"G01V1/3843; G01V1/38; B63B21/66; G01V1/3817; G01V1/3852; G01V1/3808";G01V1/38;"US10989827B2 / US2020025962A1
 US11353614B2 / US2018341035A1
 EP3602141A1 / EP3602141B1
 MX2019013812A
 WO2018217872A1
 AU2018273225A1
 CA3057689A1
 CN110622041A
 DK3602141T3
 DK201970585A1
 RU2722472C1
 BR112019021837A2";EP, CN, CA, DK, AU, BR, WO, MX, RU, US;WO;36.87;"23-May-2017
09-Jun-2017";2017;HATTENBACH BRAD J ET AL (US);DORSEY & WHITNEY LLP 1400 WEWATTA STREET SUITE 400 DENVER CO 80202 5549;US;"US-2; NO-2";1;4;DEAD;45;No;No;None;24.36;47.49;44.6;Application;62598049
WO2019161897A1;HOOD FOR SI-METAL TAPPING AND PROCESS FOR PRODUCTION OF SILICON USING SUCH A HOOD;EP;WACKER CHEMIE AG  ( DE );WACKER CHEMIE AG (DE);WACKER CHEMIE AG (DE);WACKER CHEMIE AG;29.aug.19;22.feb.18;"C01B33/037; F27D17/008; F27D3/15; F27D17/003; F27D17/002; F27D3/1509; F27D1/1808; C22B9/20; C01P2006/80";"F27D3/15; C01B33/037; F27D17/00";"US11874064B2 / US2020393198A1
 EP3717852A1 / EP3717852B1
 WO2019161897A1
 AU2018409778A1 / AU2018409778B2
 CA3064776A1 / CA3064776C
 CN111742187A
 ES2938650T3
 RU2738324C1
 BR112020003606A2 / BR112020003606B1
 ZA201907609B";EP, US, ES, BR, AU, CA, RU, WO, ZA, CN;WO;27.35;22.feb.18;2018;FRITZ HELMUT ET AL (DE);WACKER CHEMIE AG HANNS SEIDEL PLATZ 4 81737 MÜNCHEN;DE;"DE-2; NO-1";1;3;DEAD;42.5;No;No;None;1;23.82;53.55;Application;61258248
WO2017142719A1;CALIBRATING SEISMIC DATA USING MEASUREMENTS MADE DURING DRILLING OPERATIONS;US;SCHLUMBERGER CANADA LTD  ( CA ),SCHLUMBERGER TECHNOLOGY BV  ( NL ),SCHLUMBERGER TECHNOLOGY CORP  ( US ),SERVICES PETROLIERS SCHLUMBERGER SA  ( FR );"SCHLUMBERGER CANADA LTD (CA); SCHLUMBERGER TECHNOLOGY BV (NL); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER SA (FR)";"SCHLUMBERGER CA LTD (CA); SCHLUMBERGER TECHNOLOGY BV (NL); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER (FR)";SCHLUMBERGER LTD;24.aug.17;04.feb.17;"G01V1/301; G01V2210/614; G01V1/50; G01V2200/16; G01V13/00; G01V11/00";"G01V13/00; G01V1/46; G01V1/48";WO2017142719A1;WO;WO;okt.37;16.feb.16;2016;BECKNER JOAN ET AL (US);10001 RICHMOND AVENUE IP ADMINISTRATION CENTER OF EXCELLENCE ROOM 4720 HOUSTON TEXAS 77042;US, CA, FR, NL;NO-2;4;2;DEAD;0;No;No;None;18.77;28.65;0;Application;59626249
WO2017212288A1;SUBSEA POWER SUPPLY AND ACCUMULATION CONTROL IN A FLUID SYSTEM;GB;AKER SOLUTIONS INC  ( GB );AKER SOLUTIONS INC (GB);AKER SOLUTIONS LTD (GB);AKER SOLUTIONS INC;14-Dec-2017;09.jun.17;"F16L53/35; F16L53/30; F16L53/00; F17D3/00; F16L53/38; F17D1/18";F16L53/35;"US12018798B2 / US2019271440A1
 WO2017212288A1
 GB2565977A / GB2565977B / GB201821309D0
 NO20190014A1";US, GB, WO, NO;WO;16.94;"09-Jun-2016
31-Aug-2016";2016;HGF LIMITED ABERDEEN (GB);1 CITY WALK LEEDS WEST YORKSHIRE LS11 9DX;GB;"GB-1; NO-4";1;5;DEAD;28.mai;No;No;None;mai.55;29.91;20.jan;Application;59067701
WO2017066236A1;EFFICIENT LOOP FILTER FOR VIDEO CODEC;US;CISCO TECHNOLOGY INC  ( US );CISCO TECHNOLOGY INC (US);CISCO TECH INC (US);CISCO SYSTEM INC;20.apr.17;12-Oct-2016;"H04N19/51; H04N19/82; H04N19/80; H04N19/635; H04N19/86";"H04N19/635; H04N19/80; H04N19/82; H04N19/86";"US10110926B2 / US2017111660A1
 US10477248B2 / US2019014352A1
 WO2017066236A1";US, WO;WO;19.73;"15-Oct-2015
05-Feb-2016";2015;FLOAM D ANDREW ET AL (US);EDELL SHAPIRO & FINNAN LLC 9801 WASHINGTONIAN BLVD SUITE 750 GAITHESBURG MD 20878;US;NO-1;1;1;DEAD;30.mai;No;No;None;17.84;23.71;13.75;Application;57233848
WO2018001685A1;CONTROL OF PROPELLER SHAFT MOVEMENT;EP;ABB SCHWEIZ AG  ( CH );ABB SCHWEIZ AG (CH);ABB SCHWEIZ AG (CH);ABB LTD;04.jan.18;07.jun.17;"B63H1/28; B63H23/35; B63H1/15; B63H2021/216; B63H21/21";"B63H1/15; B63H1/28; B63H21/21; B63H23/35";"US10953968B2 / US2019263492A1
 EP3263441A1
 EP3475163A1 / EP3475163B1
 WO2018001685A1
 CN109415112A / CN109415112B
 KR102385434B1 / KR20210011506A
 KR20190020802A
 SG11201811464A";KR, SG, WO, CN, EP, US;WO;33.49;28.jun.16;2016;HELIN WILLIAM (SE);ABB AB INTELLECTUAL PROPERTY FORSKARGRÄND 7 721 78 VÄSTERÅS;CH;NO-4;1;4;DEAD;49.5;No;No;None;16.57;36.31;44.45;Application;56289348
WO2017207742A1;SWITCHING DEVICE WITH DUAL CONDUCTIVE HOUSING;EP;ABB SCHWEIZ AG  ( CH );ABB SCHWEIZ AG (CH);ABB SCHWEIZ AG (CH);ABB LTD;7-Dec-2017;02.jun.17;"H02B13/035; H01H33/125; H01H2033/566; H01H33/64; H01H2223/008; H01H33/22; H01H33/53";"H01H33/64; H01H33/22; H01H33/56; H02B13/035";"US10763062B2 / US2019304719A1
 EP3252793A1 / EP3252793B1
 WO2017207742A1
 IN433004A1 / IN201847041923A
 CN109314010A / CN109314010B
 DK3252793T3
 ES2865422T3";CN, EP, DK, ES, WO, IN, US;WO;89.9;03.jun.16;2016;HELIN WILLIAM (SE);ABB AB INTELLECTUAL PROPERTY FORSKARGRÄND 7 721 78 VÄSTERÅS;CH;NO-4;1;4;DEAD;96.35;No;No;None;83.64;93.25;92.84;Application;56098149
WO2017076951A1;THREE-DIMENSIONAL, STRATIGRAPHICALLY-CONSISTENT SEISMIC ATTRIBUTES;FR;GEOQUEST SYSTEM BV  ( NL ),SCHLUMBERGER CANADA LTD  ( CA ),SCHLUMBERGER TECHNOLOGY CORP  ( US ),SERVICES PETROLIERS SCHLUMBERGER SA  ( FR );"GEOQUEST SYSTEM BV (NL); SCHLUMBERGER CANADA LTD (CA); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER SA (FR)";"GEOQUEST SYSTEMS BV (NL); SCHLUMBERGER CA LTD (CA); SCHLUMBERGER TECHNOLOGY CORP (US); SERVICES PETROLIERS SCHLUMBERGER (FR)";GEOQUEST SYSTEM BV, SCHLUMBERGER LTD;11-May-2017;03.nov.16;"G01V2210/643; G01V1/301; G01V1/282; G01V2210/62; G01V2210/63; G01V2210/642; G01V1/30; G01V2210/641; G01V2210/64; G01V1/302; G01V20/00";"G01V1/28; G01V1/30; G01V99/00";"US11385369B2 / US2018313966A1
 EP3371627A1 / EP3371627B1
 WO2017076951A1
 FR3043213A1";EP, FR, WO, US;WO;23.75;04.nov.15;2015;ALGEMEEN OCTROOI EN MERKENBUREAU BV (NL);PO BOX 645 5600 AP EINDHOVEN;US, CA, FR, NL;NO-1;4;1;DEAD;40.5;No;No;None;nov.32;27.85;27.aug;Application;55182349
WO2016014064A1;DIMENSIONAL CHARACTERISTIC DETERMINATIONS OF A WELLBORE;US;HALLIBURTON ENERGY SERVICE INC  ( US );HALLIBURTON ENERGY SERVICE INC (US);HALLIBURTON ENERGY SERVICES INC (US);HALLIBURTON CO;28.jan.16;24.jul.14;"E21B47/08; E21B17/1057; G01B5/12; E21B7/062";"E21B47/08; G01V1/40";"US10689973B2 / US2017130576A1
 WO2016014064A1";US, WO;WO;20.41;24.jul.14;2014;BRYAN JASON W ET AL (US);NOVAK DRUCE CONNOLLY BOVE + QUIGG LLP 1000 LOUISIANA STREET FIFTY THIRD FLOOR HOUSTON TEXAS 77002;US;NO-1;1;1;DEAD;33.5;No;No;None;20.mai;20.des;des.25;Application;55163448
